Time [s],DIO1,DIO2,DIO3,DIO4,DIO5,DIO6,DIO7,DIO8,SRQ,NDAC,ATN,NRFD,DAV,EOI
56.751903875,1,0,0,0,0,1,1,1,1,0,1,0,0,1
56.751904625,1,0,0,0,0,1,1,1,1,1,1,0,0,1
56.751916000,1,0,0,0,0,1,1,1,1,1,1,0,1,1
56.751916125,1,0,0,0,0,1,1,1,1,0,1,0,1,1
56.751916250,1,0,0,0,0,1,1,1,1,0,1,1,1,1
56.751934250,1,1,0,0,0,1,1,1,1,0,1,1,1,1
56.751935000,1,1,1,0,0,1,1,1,1,0,1,1,1,1
56.751935750,1,1,1,1,0,1,1,1,1,0,1,1,1,1
56.751937875,1,1,1,1,0,1,0,1,1,0,1,1,1,1
56.751956000,1,1,1,1,0,1,0,1,1,0,1,1,0,1
56.751956125,1,1,1,1,0,1,0,1,1,0,1,0,0,1
56.751956812,1,1,1,1,0,1,0,1,1,1,1,0,0,1
56.751968000,1,1,1,1,0,1,0,1,1,1,1,0,1,1
56.751968125,1,1,1,1,0,1,0,1,1,0,1,0,1,1
56.751968250,1,1,1,1,0,1,0,1,1,0,1,1,1,1
56.751987625,1,1,1,0,0,1,0,1,1,0,1,1,1,1
56.751989063,1,1,1,0,0,0,0,1,1,0,1,1,1,1
56.751989812,1,1,1,0,0,0,1,1,1,0,1,1,1,1
56.751990500,1,1,1,0,0,0,1,0,1,0,1,1,1,1
56.752006625,1,1,1,0,0,0,1,0,1,0,1,1,0,1
56.752006750,1,1,1,0,0,0,1,0,1,0,1,0,0,1
56.752007375,1,1,1,0,0,0,1,0,1,1,1,0,0,1
56.752019000,1,1,1,0,0,0,1,0,1,1,1,0,1,1
56.752019125,1,1,1,0,0,0,1,0,1,0,1,0,1,1
56.752019250,1,1,1,0,0,0,1,0,1,0,1,1,1,1
56.752036313,0,1,1,0,0,0,1,0,1,0,1,1,1,1
56.752037125,0,0,1,0,0,0,1,0,1,0,1,1,1,1
56.752037812,0,0,0,0,0,0,1,0,1,0,1,1,1,1
56.752040687,0,0,0,0,0,0,0,0,1,0,1,1,1,1
56.752057375,0,0,0,0,0,0,0,0,1,0,1,1,0,1
56.752057437,0,0,0,0,0,0,0,0,1,0,1,0,0,1
56.752058187,0,0,0,0,0,0,0,0,1,1,1,0,0,1
56.752070125,0,0,0,0,0,0,0,0,1,1,1,0,1,1
56.752070250,0,0,0,0,0,0,0,0,1,0,1,0,1,1
56.752070375,0,0,0,0,0,0,0,0,1,0,1,1,1,1
56.752109938,0,0,0,0,0,0,0,0,1,0,1,1,0,1
56.752110063,0,0,0,0,0,0,0,0,1,0,1,0,0,1
56.752110812,0,0,0,0,0,0,0,0,1,1,1,0,0,1
