Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,SRQ,NDAC,ATN,NRFD,DAV,EOI
30.256715187,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256731438,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256732000,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256748250,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256748812,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256765063,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256765563,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256781813,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256782375,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256798625,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256799188,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256816000,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256816562,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256833000,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256833562,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256849813,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256850375,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256866625,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256867187,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256883438,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256884000,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256900188,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256900750,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256917000,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256917562,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256933813,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256934375,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256950625,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256951188,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256967437,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256967938,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.256984187,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.256984750,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257001625,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257002187,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257018625,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257019187,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257035375,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257035937,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257052188,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257052750,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257069000,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257069562,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257085813,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257086375,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257102625,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257103125,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257119375,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257119938,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257136187,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257136750,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257153000,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257153563,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257169812,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257170375,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257187188,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257187750,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257204188,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257204750,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257221000,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257221562,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257237813,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257238313,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257254562,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257255125,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257271375,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257271938,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257288187,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257288750,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257305000,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257305563,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257321750,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257322313,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257338562,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257339125,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257355375,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257355938,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257372750,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257373313,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257389750,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257390313,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257406563,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257407125,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257423375,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257423938,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257440188,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257440750,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257456937,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257457500,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30.257473750,1,1,1,1,1,1,1,1,1,0,1,0,1,1
30.257474313,1,1,1,1,1,1,1,1,1,0,1,1,1,1
